"","V1","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK","STATE"
"537",199458,"G49003501103005",490351103005,"19","2",49
"538",199459,"G49003501103006",490351103006,"22","3",49
"539",199460,"G49003501104011",490351104011,"8","1",49
"540",199461,"G49003501104012",490351104012,"20","2",49
"541",199462,"G49003501104013",490351104013,"48","8",49
"542",199463,"G49003501104021",490351104021,"15","1",49
"543",199464,"G49003501104022",490351104022,"23","3",49
"544",199465,"G49003501104023",490351104023,"12","1",49
"545",199466,"G49003501105001",490351105001,"20","2",49
"546",199467,"G49003501105002",490351105002,"16","2",49
"547",199468,"G49003501105003",490351105003,"15","1",49
"548",199469,"G49003501105004",490351105004,"21","2",49
"549",199470,"G49003501106001",490351106001,"19","2",49
"550",199471,"G49003501106002",490351106002,"21","2",49
"551",199472,"G49003501106003",490351106003,"14","1",49
"552",199473,"G49003501106004",490351106004,"23","3",49
"553",199474,"G49003501106005",490351106005,"6","1",49
"554",199475,"G49003501107011",490351107011,"31","4",49
"555",199476,"G49003501107012",490351107012,"28","4",49
"556",199477,"G49003501107021",490351107021,"13","1",49
"557",199478,"G49003501107022",490351107022,"16","2",49
"558",199479,"G49003501107023",490351107023,"16","2",49
"559",199480,"G49003501107024",490351107024,"22","3",49
"560",199481,"G49003501108001",490351108001,"47","7",49
"561",199482,"G49003501108002",490351108002,"19","2",49
"562",199483,"G49003501108003",490351108003,"20","2",49
"563",199484,"G49003501108004",490351108004,"21","2",49
"564",199485,"G49003501109001",490351109001,"11","1",49
"565",199486,"G49003501109002",490351109002,"11","1",49
"566",199487,"G49003501109003",490351109003,"8","1",49
"567",199488,"G49003501109004",490351109004,"12","1",49
"568",199489,"G49003501110011",490351110011,"13","1",49
"569",199490,"G49003501110012",490351110012,"5","1",49
"570",199491,"G49003501110013",490351110013,"9","1",49
"571",199492,"G49003501110021",490351110021,"20","2",49
"572",199493,"G49003501110022",490351110022,"27","4",49
"573",199494,"G49003501110023",490351110023,"7","1",49
"574",199495,"G49003501111011",490351111011,"27","4",49
"575",199496,"G49003501111012",490351111012,"40","6",49
"576",199497,"G49003501111013",490351111013,"25","3",49
"577",199498,"G49003501111014",490351111014,"25","3",49
"578",199499,"G49003501111021",490351111021,"34","5",49
"579",199500,"G49003501111022",490351111022,"31","4",49
"580",199501,"G49003501111023",490351111023,"27","4",49
"581",199502,"G49003501111024",490351111024,"24","3",49
"582",199503,"G49003501111031",490351111031,"24","3",49
"583",199504,"G49003501111032",490351111032,"41","6",49
"584",199505,"G49003501111033",490351111033,"18","2",49
"585",199506,"G49003501111034",490351111034,"26","3",49
"586",199507,"G49003501112011",490351112011,"28","4",49
"587",199508,"G49003501112012",490351112012,"30","4",49
"588",199509,"G49003501112021",490351112021,"33","5",49
"589",199510,"G49003501112022",490351112022,"26","3",49
"590",199511,"G49003501112023",490351112023,"25","3",49
"591",199512,"G49003501113021",490351113021,"19","2",49
"592",199513,"G49003501113022",490351113022,"26","3",49
"593",199514,"G49003501113023",490351113023,"22","3",49
"594",199515,"G49003501113024",490351113024,"15","1",49
"595",199516,"G49003501113041",490351113041,"14","1",49
"596",199517,"G49003501113042",490351113042,"14","1",49
"597",199518,"G49003501113051",490351113051,"21","2",49
"598",199519,"G49003501113052",490351113052,"24","3",49
"599",199520,"G49003501113061",490351113061,"19","2",49
"600",199521,"G49003501113062",490351113062,"17","2",49
"601",199522,"G49003501114001",490351114001,"39","6",49
"602",199523,"G49003501114002",490351114002,"36","5",49
"603",199524,"G49003501114003",490351114003,"45","7",49
"604",199525,"G49003501114004",490351114004,"56","9",49
"605",199526,"G49003501114005",490351114005,"33","5",49
"606",199527,"G49003501114006",490351114006,"51","8",49
"607",199528,"G49003501115001",490351115001,"64","10",49
"608",199529,"G49003501116001",490351116001,"35","5",49
"609",199530,"G49003501116002",490351116002,"52","8",49
"610",199531,"G49003501116003",490351116003,"63","10",49
"611",199532,"G49003501116004",490351116004,"53","8",49
"612",199533,"G49003501117011",490351117011,"51","8",49
"613",199534,"G49003501117012",490351117012,"36","5",49
"614",199535,"G49003501117013",490351117013,"65","10",49
"615",199536,"G49003501117021",490351117021,"37","5",49
"616",199537,"G49003501117022",490351117022,"80","10",49
"617",199538,"G49003501117023",490351117023,"38","6",49
"618",199539,"G49003501117024",490351117024,"49","8",49
"619",199540,"G49003501118011",490351118011,"28","4",49
"620",199541,"G49003501118012",490351118012,"58","9",49
"621",199542,"G49003501118013",490351118013,"32","4",49
"622",199543,"G49003501118021",490351118021,"33","5",49
"623",199544,"G49003501118022",490351118022,"39","6",49
"624",199545,"G49003501119031",490351119031,"42","7",49
"625",199546,"G49003501119032",490351119032,"29","4",49
"626",199547,"G49003501119033",490351119033,"34","5",49
"627",199548,"G49003501119041",490351119041,"43","7",49
"628",199549,"G49003501119042",490351119042,"47","7",49
"629",199550,"G49003501119043",490351119043,"50","8",49
"630",199551,"G49003501119051",490351119051,"35","5",49
"631",199552,"G49003501119052",490351119052,"48","8",49
"632",199553,"G49003501119061",490351119061,"48","8",49
"633",199554,"G49003501119062",490351119062,"39","6",49
"634",199555,"G49003501120011",490351120011,"30","4",49
"635",199556,"G49003501120012",490351120012,"40","6",49
"636",199557,"G49003501120013",490351120013,"45","7",49
"637",199558,"G49003501120021",490351120021,"27","4",49
"638",199559,"G49003501120022",490351120022,"32","4",49
"639",199560,"G49003501120023",490351120023,"56","9",49
"640",199561,"G49003501120024",490351120024,"39","6",49
"641",199562,"G49003501121001",490351121001,"22","3",49
"642",199563,"G49003501121002",490351121002,"54","9",49
"643",199564,"G49003501121003",490351121003,"39","6",49
"644",199565,"G49003501121004",490351121004,"57","9",49
"645",199566,"G49003501121005",490351121005,"36","5",49
"646",199567,"G49003501122011",490351122011,"41","6",49
"647",199568,"G49003501122012",490351122012,"25","3",49
"648",199569,"G49003501122013",490351122013,"65","10",49
"649",199570,"G49003501122021",490351122021,"32","4",49
"650",199571,"G49003501122022",490351122022,"46","7",49
"651",199572,"G49003501122023",490351122023,"50","8",49
"652",199573,"G49003501123011",490351123011,"64","10",49
"653",199574,"G49003501123012",490351123012,"39","6",49
"654",199575,"G49003501123013",490351123013,"19","2",49
"655",199576,"G49003501123021",490351123021,"28","4",49
"656",199577,"G49003501123022",490351123022,"28","4",49
"657",199578,"G49003501123023",490351123023,"41","6",49
"658",199579,"G49003501124021",490351124021,"38","6",49
"659",199580,"G49003501124022",490351124022,"42","7",49
"660",199581,"G49003501124023",490351124023,"43","7",49
"661",199582,"G49003501124024",490351124024,"52","8",49
"662",199583,"G49003501124031",490351124031,"30","4",49
"663",199584,"G49003501124032",490351124032,"40","6",49
"664",199585,"G49003501124033",490351124033,"48","8",49
"665",199586,"G49003501124041",490351124041,"62","10",49
"666",199587,"G49003501124042",490351124042,"40","6",49
"667",199588,"G49003501125011",490351125011,"39","6",49
"668",199589,"G49003501125012",490351125012,"32","4",49
"669",199590,"G49003501125013",490351125013,"39","6",49
"670",199591,"G49003501125021",490351125021,"66","10",49
"671",199592,"G49003501125022",490351125022,"32","4",49
"672",199593,"G49003501125023",490351125023,"42","7",49
"673",199594,"G49003501125024",490351125024,"42","7",49
"674",199595,"G49003501125025",490351125025,"25","3",49
"675",199596,"G49003501125031",490351125031,"32","4",49
"676",199597,"G49003501125032",490351125032,"36","5",49
"677",199598,"G49003501125033",490351125033,"38","6",49
"678",199599,"G49003501125034",490351125034,"42","7",49
"679",199600,"G49003501126041",490351126041,"33","5",49
"680",199601,"G49003501126042",490351126042,"36","5",49
"681",199602,"G49003501126043",490351126043,"36","5",49
"682",199603,"G49003501126044",490351126044,"39","6",49
"683",199604,"G49003501126051",490351126051,"29","4",49
"684",199605,"G49003501126052",490351126052,"36","5",49
"685",199606,"G49003501126053",490351126053,"43","7",49
"686",199607,"G49003501126054",490351126054,"56","9",49
"687",199608,"G49003501126055",490351126055,"40","6",49
"688",199609,"G49003501126081",490351126081,"15","1",49
"689",199610,"G49003501126082",490351126082,"19","2",49
"690",199611,"G49003501126083",490351126083,"22","3",49
"691",199612,"G49003501126084",490351126084,"28","4",49
"692",199613,"G49003501126091",490351126091,"9","1",49
"693",199614,"G49003501126092",490351126092,"26","3",49
"694",199615,"G49003501126093",490351126093,"22","3",49
"695",199616,"G49003501126101",490351126101,"44","7",49
"696",199617,"G49003501126102",490351126102,"33","5",49
"697",199618,"G49003501126103",490351126103,"34","5",49
"698",199619,"G49003501126111",490351126111,"20","2",49
"699",199620,"G49003501126112",490351126112,"28","4",49
"700",199621,"G49003501126113",490351126113,"27","4",49
"701",199622,"G49003501126114",490351126114,"24","3",49
"702",199623,"G49003501126121",490351126121,"27","4",49
"703",199624,"G49003501126122",490351126122,"35","5",49
"704",199625,"G49003501126131",490351126131,"21","2",49
"705",199626,"G49003501126132",490351126132,"26","3",49
"706",199627,"G49003501126133",490351126133,"20","2",49
"707",199628,"G49003501126141",490351126141,"14","1",49
"708",199629,"G49003501126142",490351126142,"9","1",49
"709",199630,"G49003501126151",490351126151,"15","2",49
"710",199631,"G49003501126152",490351126152,"14","1",49
"711",199632,"G49003501126161",490351126161,"19","2",49
"712",199633,"G49003501126162",490351126162,"12","1",49
"713",199634,"G49003501126171",490351126171,"14","1",49
"714",199635,"G49003501126172",490351126172,"11","1",49
"715",199636,"G49003501126173",490351126173,"22","3",49
"716",199637,"G49003501126181",490351126181,"8","1",49
"717",199638,"G49003501126182",490351126182,"22","3",49
"718",199639,"G49003501126191",490351126191,"14","1",49
"719",199640,"G49003501126192",490351126192,"27","4",49
"720",199641,"G49003501127001",490351127001,"25","3",49
"721",199642,"G49003501127002",490351127002,"52","8",49
"722",199643,"G49003501127003",490351127003,"48","8",49
"723",199644,"G49003501127004",490351127004,"35","5",49
"724",199645,"G49003501128041",490351128041,"24","3",49
"725",199646,"G49003501128042",490351128042,"23","3",49
"726",199647,"G49003501128043",490351128043,"23","3",49
"727",199648,"G49003501128044",490351128044,"22","3",49
"728",199649,"G49003501128051",490351128051,"18","2",49
"729",199650,"G49003501128052",490351128052,"25","3",49
"730",199651,"G49003501128053",490351128053,"20","2",49
"731",199652,"G49003501128101",490351128101,"8","1",49
"732",199653,"G49003501128102",490351128102,"16","2",49
"733",199654,"G49003501128103",490351128103,"11","1",49
"734",199655,"G49003501128121",490351128121,"40","6",49
"735",199656,"G49003501128122",490351128122,"42","7",49
"736",199657,"G49003501128123",490351128123,"34","5",49
"737",199658,"G49003501128124",490351128124,"31","4",49
"738",199659,"G49003501128131",490351128131,"15","2",49
"739",199660,"G49003501128132",490351128132,"12","1",49
"740",199661,"G49003501128133",490351128133,"20","2",49
"741",199662,"G49003501128134",490351128134,"11","1",49
"742",199663,"G49003501128141",490351128141,"9","1",49
"743",199664,"G49003501128142",490351128142,"5","1",49
"744",199665,"G49003501128151",490351128151,"15","2",49
"745",199666,"G49003501128152",490351128152,"5","1",49
"746",199667,"G49003501128161",490351128161,"6","1",49
"747",199668,"G49003501128162",490351128162,"6","1",49
"748",199669,"G49003501128163",490351128163,"19","2",49
"749",199670,"G49003501128171",490351128171,"26","3",49
"750",199671,"G49003501128172",490351128172,"17","2",49
"751",199672,"G49003501128173",490351128173,"10","1",49
"752",199673,"G49003501128181",490351128181,"GQ-PH","GQ-PH",49
"753",199674,"G49003501128191",490351128191,"30","4",49
"754",199675,"G49003501128192",490351128192,"8","1",49
"755",199676,"G49003501128201",490351128201,"20","2",49
"756",199677,"G49003501128202",490351128202,"12","1",49
"757",199678,"G49003501128211",490351128211,"7","1",49
"758",199679,"G49003501128212",490351128212,"7","1",49
"759",199680,"G49003501128221",490351128221,"30","4",49
"760",199681,"G49003501128222",490351128222,"26","3",49
"761",199682,"G49003501128231",490351128231,"20","2",49
"762",199683,"G49003501128232",490351128232,"18","2",49
"763",199684,"G49003501128233",490351128233,"21","2",49
"764",199685,"G49003501129041",490351129041,"39","6",49
"765",199686,"G49003501129042",490351129042,"37","5",49
"766",199687,"G49003501129043",490351129043,"43","7",49
"767",199688,"G49003501129044",490351129044,"47","7",49
"768",199689,"G49003501129051",490351129051,"35","5",49
"769",199690,"G49003501129052",490351129052,"26","3",49
"770",199691,"G49003501129053",490351129053,"18","2",49
"771",199692,"G49003501129071",490351129071,"39","6",49
"772",199693,"G49003501129072",490351129072,"30","4",49
"773",199694,"G49003501129073",490351129073,"54","9",49
"774",199695,"G49003501129121",490351129121,"30","4",49
"775",199696,"G49003501129122",490351129122,"31","4",49
"776",199697,"G49003501129131",490351129131,"24","3",49
"777",199698,"G49003501129132",490351129132,"34","5",49
"778",199699,"G49003501129133",490351129133,"31","4",49
"779",199700,"G49003501129141",490351129141,"16","2",49
"780",199701,"G49003501129142",490351129142,"53","8",49
"781",199702,"G49003501129143",490351129143,"32","4",49
"782",199703,"G49003501129144",490351129144,"35","5",49
"783",199704,"G49003501129161",490351129161,"40","6",49
"784",199705,"G49003501129162",490351129162,"35","5",49
"785",199706,"G49003501129163",490351129163,"37","5",49
"786",199707,"G49003501129171",490351129171,"28","4",49
"787",199708,"G49003501129172",490351129172,"37","5",49
"788",199709,"G49003501129181",490351129181,"44","7",49
"789",199710,"G49003501129182",490351129182,"40","6",49
"790",199711,"G49003501129201",490351129201,"27","4",49
"791",199712,"G49003501129202",490351129202,"27","4",49
"792",199713,"G49003501129211",490351129211,"30","4",49
"793",199714,"G49003501129212",490351129212,"23","3",49
"794",199715,"G49003501129213",490351129213,"29","4",49
"795",199716,"G49003501130071",490351130071,"26","3",49
"796",199717,"G49003501130072",490351130072,"23","3",49
"797",199718,"G49003501130081",490351130081,"14","1",49
"798",199719,"G49003501130082",490351130082,"13","1",49
"799",199720,"G49003501130083",490351130083,"14","1",49
"800",199721,"G49003501130084",490351130084,"17","2",49
"801",199722,"G49003501130101",490351130101,"14","1",49
"802",199723,"G49003501130102",490351130102,"15","2",49
"803",199724,"G49003501130103",490351130103,"21","2",49
"804",199725,"G49003501130104",490351130104,"19","2",49
"805",199726,"G49003501130111",490351130111,"18","2",49
"806",199727,"G49003501130112",490351130112,"11","1",49
"807",199728,"G49003501130113",490351130113,"20","2",49
"808",199729,"G49003501130121",490351130121,"15","2",49
"809",199730,"G49003501130122",490351130122,"10","1",49
"810",199731,"G49003501130131",490351130131,"14","1",49
"811",199732,"G49003501130132",490351130132,"17","2",49
"812",199733,"G49003501130141",490351130141,"23","3",49
"813",199734,"G49003501130142",490351130142,"26","3",49
"814",199735,"G49003501130161",490351130161,"14","1",49
"815",199736,"G49003501130162",490351130162,"19","2",49
"816",199737,"G49003501130171",490351130171,"28","4",49
"817",199738,"G49003501130172",490351130172,"34","5",49
"818",199739,"G49003501130173",490351130173,"24","3",49
"819",199740,"G49003501130174",490351130174,"32","4",49
"820",199741,"G49003501130191",490351130191,"12","1",49
"821",199742,"G49003501130201",490351130201,"21","2",49
"822",199743,"G49003501131011",490351131011,"27","4",49
"823",199744,"G49003501131012",490351131012,"27","4",49
"824",199745,"G49003501131013",490351131013,"51","8",49
"825",199746,"G49003501131014",490351131014,"24","3",49
"826",199747,"G49003501131021",490351131021,"23","3",49
"827",199748,"G49003501131022",490351131022,"33","5",49
"828",199749,"G49003501131051",490351131051,"45","7",49
"829",199750,"G49003501131052",490351131052,"19","2",49
"830",199751,"G49003501131071",490351131071,"25","3",49
"831",199752,"G49003501131072",490351131072,"22","3",49
"832",199753,"G49003501131073",490351131073,"24","3",49
"833",199754,"G49003501131081",490351131081,"31","4",49
"834",199755,"G49003501131082",490351131082,"24","3",49
"835",199756,"G49003501133051",490351133051,"58","9",49
"836",199757,"G49003501133052",490351133052,"68","10",49
"837",199758,"G49003501133053",490351133053,"100","10",49
"838",199759,"G49003501133054",490351133054,"51","8",49
"839",199760,"G49003501133061",490351133061,"68","10",49
"840",199761,"G49003501133062",490351133062,"64","10",49
"841",199762,"G49003501133063",490351133063,"41","6",49
"842",199763,"G49003501133071",490351133071,"93","10",49
"843",199764,"G49003501133072",490351133072,"59","9",49
"844",199765,"G49003501133073",490351133073,"76","10",49
"845",199766,"G49003501133074",490351133074,"51","8",49
"846",199767,"G49003501133081",490351133081,"62","10",49
"847",199768,"G49003501133082",490351133082,"53","8",49
"848",199769,"G49003501133083",490351133083,"56","9",49
"849",199770,"G49003501133091",490351133091,"56","9",49
"850",199771,"G49003501133092",490351133092,"40","6",49
"851",199772,"G49003501133093",490351133093,"42","7",49
"852",199773,"G49003501133101",490351133101,"50","8",49
"853",199774,"G49003501133102",490351133102,"65","10",49
"854",199775,"G49003501133103",490351133103,"42","7",49
"855",199776,"G49003501134061",490351134061,"58","9",49
"856",199777,"G49003501134062",490351134062,"79","10",49
"857",199778,"G49003501134063",490351134063,"38","6",49
"858",199779,"G49003501134071",490351134071,"37","5",49
"859",199780,"G49003501134072",490351134072,"34","5",49
"860",199781,"G49003501134073",490351134073,"37","5",49
"861",199782,"G49003501134081",490351134081,"40","6",49
"862",199783,"G49003501134082",490351134082,"47","7",49
"863",199784,"G49003501134083",490351134083,"44","7",49
"864",199785,"G49003501134091",490351134091,"40","6",49
"865",199786,"G49003501134092",490351134092,"37","5",49
"866",199787,"G49003501134093",490351134093,"42","7",49
"867",199788,"G49003501134101",490351134101,"42","7",49
"868",199789,"G49003501134102",490351134102,"56","9",49
"869",199790,"G49003501134103",490351134103,"46","7",49
"870",199791,"G49003501134104",490351134104,"44","7",49
"871",199792,"G49003501134111",490351134111,"32","4",49
"872",199793,"G49003501134112",490351134112,"38","6",49
"873",199794,"G49003501134121",490351134121,"34","5",49
"874",199795,"G49003501134131",490351134131,"42","7",49
"875",199796,"G49003501134132",490351134132,"38","6",49
"876",199797,"G49003501134133",490351134133,"46","7",49
"877",199798,"G49003501135051",490351135051,"43","7",49
"878",199799,"G49003501135052",490351135052,"45","7",49
"879",199800,"G49003501135053",490351135053,"46","7",49
"880",199801,"G49003501135054",490351135054,"46","7",49
"881",199802,"G49003501135091",490351135091,"94","10",49
"882",199803,"G49003501135092",490351135092,"40","6",49
"883",199804,"G49003501135101",490351135101,"43","7",49
"884",199805,"G49003501135102",490351135102,"39","6",49
"885",199806,"G49003501135103",490351135103,"38","6",49
"886",199807,"G49003501135111",490351135111,"45","7",49
"887",199808,"G49003501135112",490351135112,"36","5",49
"888",199809,"G49003501135121",490351135121,"69","10",49
"889",199810,"G49003501135122",490351135122,"70","10",49
"890",199811,"G49003501135131",490351135131,"47","7",49
"891",199812,"G49003501135132",490351135132,"39","6",49
"892",199813,"G49003501135133",490351135133,"33","5",49
"893",199814,"G49003501135134",490351135134,"40","6",49
"894",199815,"G49003501135141",490351135141,"41","6",49
"895",199816,"G49003501135142",490351135142,"97","10",49
"896",199817,"G49003501135143",490351135143,"98","10",49
"897",199818,"G49003501135144",490351135144,"98","10",49
"898",199819,"G49003501135151",490351135151,"25","3",49
"899",199820,"G49003501135152",490351135152,"47","7",49
"900",199821,"G49003501135153",490351135153,"37","5",49
"901",199822,"G49003501135201",490351135201,"50","8",49
"902",199823,"G49003501135202",490351135202,"36","5",49
"903",199824,"G49003501135211",490351135211,"37","5",49
"904",199825,"G49003501135212",490351135212,"37","5",49
"905",199826,"G49003501135213",490351135213,"37","5",49
"906",199827,"G49003501135214",490351135214,"42","7",49
"907",199828,"G49003501135221",490351135221,"36","5",49
"908",199829,"G49003501135222",490351135222,"30","4",49
"909",199830,"G49003501135231",490351135231,"47","7",49
"910",199831,"G49003501135232",490351135232,"42","7",49
"911",199832,"G49003501135233",490351135233,"44","7",49
"912",199833,"G49003501135234",490351135234,"58","9",49
"913",199834,"G49003501135251",490351135251,"33","5",49
"914",199835,"G49003501135252",490351135252,"29","4",49
"915",199836,"G49003501135261",490351135261,"40","6",49
"916",199837,"G49003501135262",490351135262,"41","6",49
"917",199838,"G49003501135263",490351135263,"42","7",49
"918",199839,"G49003501135271",490351135271,"47","7",49
"919",199840,"G49003501135272",490351135272,"34","5",49
"920",199841,"G49003501135273",490351135273,"40","6",49
"921",199842,"G49003501135281",490351135281,"36","5",49
"922",199843,"G49003501135282",490351135282,"35","5",49
"923",199844,"G49003501135283",490351135283,"33","5",49
"924",199845,"G49003501135321",490351135321,"38","6",49
"925",199846,"G49003501135322",490351135322,"35","5",49
"926",199847,"G49003501135331",490351135331,"27","4",49
"927",199848,"G49003501135332",490351135332,"27","4",49
"928",199849,"G49003501135333",490351135333,"31","4",49
"929",199850,"G49003501135341",490351135341,"28","4",49
"930",199851,"G49003501135342",490351135342,"28","4",49
"931",199852,"G49003501135351",490351135351,"24","3",49
"932",199853,"G49003501135361",490351135361,"37","5",49
"933",199854,"G49003501135362",490351135362,"44","7",49
"934",199855,"G49003501135371",490351135371,"40","6",49
"935",199856,"G49003501135372",490351135372,"38","6",49
"936",199857,"G49003501135381",490351135381,"42","7",49
"937",199858,"G49003501135382",490351135382,"41","6",49
"938",199859,"G49003501135391",490351135391,"38","6",49
"939",199860,"G49003501135392",490351135392,"40","6",49
"940",199861,"G49003501136001",490351136001,"55","9",49
"941",199862,"G49003501136002",490351136002,"62","10",49
"942",199863,"G49003501136003",490351136003,"57","9",49
"943",199864,"G49003501136004",490351136004,"54","9",49
"944",199865,"G49003501137011",490351137011,"42","7",49
"945",199866,"G49003501137012",490351137012,"61","9",49
"946",199867,"G49003501137013",490351137013,"46","7",49
"947",199868,"G49003501137021",490351137021,"61","9",49
"948",199869,"G49003501137022",490351137022,"47","7",49
"949",199870,"G49003501138011",490351138011,"48","8",49
"950",199871,"G49003501138012",490351138012,"43","7",49
"951",199872,"G49003501138013",490351138013,"50","8",49
"952",199873,"G49003501138014",490351138014,"45","7",49
"953",199874,"G49003501138021",490351138021,"60","9",49
"954",199875,"G49003501138022",490351138022,"64","10",49
"955",199876,"G49003501138023",490351138023,"71","10",49
"956",199877,"G49003501138031",490351138031,"49","8",49
"957",199878,"G49003501138032",490351138032,"36","5",49
"958",199879,"G49003501138033",490351138033,"42","7",49
"959",199880,"G49003501139031",490351139031,"36","5",49
"960",199881,"G49003501139032",490351139032,"53","8",49
"961",199882,"G49003501139041",490351139041,"53","8",49
"962",199883,"G49003501139042",490351139042,"53","8",49
"963",199884,"G49003501139043",490351139043,"44","7",49
"964",199885,"G49003501139044",490351139044,"51","8",49
"965",199886,"G49003501139051",490351139051,"47","8",49
"966",199887,"G49003501139052",490351139052,"46","7",49
"967",199888,"G49003501139053",490351139053,"44","7",49
"968",199889,"G49003501139054",490351139054,"46","7",49
"969",199890,"G49003501139061",490351139061,"50","8",49
"970",199891,"G49003501139062",490351139062,"59","9",49
"971",199892,"G49003501139063",490351139063,"64","10",49
"972",199893,"G49003501139071",490351139071,"29","4",49
"973",199894,"G49003501139072",490351139072,"48","8",49
"974",199895,"G49003501139073",490351139073,"47","8",49
"975",199896,"G49003501140001",490351140001,"25","3",49
"976",199897,"G49003501141001",490351141001,"24","3",49
"977",199898,"G49003501141002",490351141002,"17","2",49
"978",199899,"G49003501142001",490351142001,"31","4",49
"979",199900,"G49003501142002",490351142002,"23","3",49
"980",199901,"G49003501143001",490351143001,"50","8",49
"981",199902,"G49003501143002",490351143002,"45","7",49
"982",199903,"G49003501143003",490351143003,"22","3",49
"983",199904,"G49003501143004",490351143004,"20","2",49
"984",199905,"G49003501145001",490351145001,"53","8",49
"985",199906,"G49003501145002",490351145002,"46","7",49
"986",199907,"G49003501145003",490351145003,"40","6",49
"987",199908,"G49003501146001",490351146001,"13","1",49
"988",199909,"G49003501146002",490351146002,"24","3",49
"989",199910,"G49003501146003",490351146003,"15","2",49
"990",199911,"G49003501147001",490351147001,"43","7",49
"991",199912,"G49003501147002",490351147002,"47","8",49
"992",199913,"G49003501148001",490351148001,"3","1",49
"993",199914,"G49003501148002",490351148002,"4","1",49
"994",199915,"G49003501148003",490351148003,"3","1",49
"995",199916,"G49003501151061",490351151061,"16","2",49
"996",199917,"G49003501152091",490351152091,"17","2",49
"997",199918,"G49003501152092",490351152092,"27","4",49
"998",199919,"G49003509800001",490359800001,"PH","PH",49
"999",199920,"G49003709420001",490379420001,"96","10",49
"1000",199921,"G49003709420002",490379420002,"98","10",49
"1001",199922,"G49003709421001",490379421001,"99","10",49
"1002",199923,"G49003709421002",490379421002,"98","10",49
"1003",199924,"G49003709781001",490379781001,"41","6",49
"1004",199925,"G49003709781002",490379781002,"51","8",49
"1005",199926,"G49003709781003",490379781003,"50","8",49
"1006",199927,"G49003709782001",490379782001,"60","9",49
"1007",199928,"G49003709782002",490379782002,"49","8",49
"1008",199929,"G49003709782003",490379782003,"56","9",49
"1009",199930,"G49003709782004",490379782004,"68","10",49
"1010",199931,"G49003909721001",490399721001,"28","4",49
"1011",199932,"G49003909721002",490399721002,"63","10",49
"1012",199933,"G49003909721003",490399721003,"69","10",49
"1013",199934,"G49003909721004",490399721004,"48","8",49
"1014",199935,"G49003909721005",490399721005,"56","9",49
"1015",199936,"G49003909721006",490399721006,"48","8",49
"1016",199937,"G49003909722001",490399722001,"58","9",49
"1017",199938,"G49003909722002",490399722002,"57","9",49
"1018",199939,"G49003909723001",490399723001,"GQ","GQ",49
"1019",199940,"G49003909723002",490399723002,"54","9",49
"1020",199941,"G49003909723003",490399723003,"43","7",49
"1021",199942,"G49003909723004",490399723004,"54","9",49
"1022",199943,"G49003909724001",490399724001,"51","8",49
"1023",199944,"G49003909724002",490399724002,"77","10",49
"1024",199945,"G49003909724003",490399724003,"66","10",49
"1025",199946,"G49003909724004",490399724004,"40","6",49
"1026",199947,"G49003909725001",490399725001,"59","9",49
"1027",199948,"G49003909725002",490399725002,"59","9",49
"1028",199949,"G49003909725003",490399725003,"45","7",49
"1029",199950,"G49004109751001",490419751001,"64","10",49
"1030",199951,"G49004109751002",490419751002,"69","10",49
"1031",199952,"G49004109751003",490419751003,"74","10",49
"1032",199953,"G49004109751004",490419751004,"55","9",49
"1033",199954,"G49004109752001",490419752001,"61","9",49
"1034",199955,"G49004109752002",490419752002,"50","8",49
"1035",199956,"G49004109753001",490419753001,"47","8",49
"1036",199957,"G49004109753002",490419753002,"61","9",49
"1037",199958,"G49004109753003",490419753003,"64","10",49
"1038",199959,"G49004109753004",490419753004,"52","8",49
"1039",199960,"G49004109754001",490419754001,"41","6",49
"1040",199961,"G49004109754002",490419754002,"79","10",49
"1041",199962,"G49004109755001",490419755001,"58","9",49
"1042",199963,"G49004109755002",490419755002,"60","9",49
"1043",199964,"G49004109755003",490419755003,"58","9",49
"1044",199965,"G49004109755004",490419755004,"56","9",49
"1045",199966,"G49004309641011",490439641011,"37","5",49
"1046",199967,"G49004309641012",490439641012,"34","5",49
"1047",199968,"G49004309641021",490439641021,"24","3",49
